,participantFrames.9.currentGold,participantFrames.9.dominionScore,participantFrames.9.jungleMinionsKilled,participantFrames.9.level,participantFrames.9.minionsKilled,participantFrames.9.participantId,participantFrames.9.position.x,participantFrames.9.position.y,participantFrames.9.teamScore,participantFrames.9.totalGold,participantFrames.9.xp
0,500,0.0,0,1,0,9,14486.0,14291.0,0.0,500,0
1,0,0.0,0,1,0,9,8173.0,10372.0,0.0,500,0
2,192,0.0,6,2,0,9,7571.0,9706.0,0.0,692,374
3,425,0.0,12,3,0,9,8849.0,5758.0,0.0,925,691
4,880,0.0,23,4,0,9,8293.0,2506.0,0.0,1380,1280
5,212,0.0,27,4,0,9,11642.0,6942.0,0.0,1602,1445
6,617,0.0,39,5,0,9,8012.0,9571.0,0.0,2007,1984
7,1111,0.0,51,6,0,9,7128.0,10019.0,0.0,2501,2690
8,119,0.0,51,6,2,9,11172.0,8399.0,0.0,2684,2750
9,1245,0.0,59,7,7,9,9866.0,4416.0,0.0,3810,3614
10,1853,0.0,67,8,7,9,11761.0,2770.0,0.0,4418,4148
11,2226,0.0,75,8,8,9,10274.0,8993.0,0.0,4791,4722
12,210,0.0,79,8,8,9,4503.0,12168.0,0.0,5025,4945
13,302,0.0,79,9,8,9,8461.0,12503.0,0.0,5517,5696
14,725,0.0,90,10,9,9,3624.0,10566.0,0.0,5940,6371
15,47,0.0,90,10,9,9,8041.0,9634.0,0.0,6062,6371
16,468,0.0,102,10,9,9,11348.0,7137.0,0.0,6483,7038
17,1073,0.0,106,11,12,9,11126.0,10742.0,0.0,7088,7843
18,422,0.0,110,11,12,9,6402.0,9522.0,0.0,7387,8329
19,240,0.0,110,12,12,9,5031.0,13759.0,0.0,7655,8855
20,462,0.0,114,12,12,9,9775.0,8933.0,0.0,7877,9085
21,845,0.0,122,12,14,9,4744.0,8896.0,0.0,8260,9676
22,129,0.0,122,13,14,9,10382.0,9939.0,0.0,8469,9971
23,552,0.0,126,13,21,9,7568.0,12067.0,0.0,8892,10590
24,674,0.0,126,13,21,9,6262.0,11530.0,0.0,9014,10762
25,797,0.0,126,13,21,9,11688.0,5745.0,0.0,9136,10762
26,612,,126,13,22,9,,,,9362,10998
