,participantFrames.2.currentGold,participantFrames.2.dominionScore,participantFrames.2.jungleMinionsKilled,participantFrames.2.level,participantFrames.2.minionsKilled,participantFrames.2.participantId,participantFrames.2.position.x,participantFrames.2.position.y,participantFrames.2.teamScore,participantFrames.2.totalGold,participantFrames.2.xp
0,500,0.0,0,1,0,2,222.0,471.0,0.0,500,0
1,0,0.0,0,1,0,2,11330.0,5682.0,0.0,500,0
2,41,0.0,0,1,1,2,10683.0,1345.0,0.0,541,38
3,69,0.0,0,1,4,2,8196.0,1429.0,0.0,719,230
4,439,0.0,0,2,10,2,12049.0,3013.0,0.0,1089,647
5,1119,0.0,0,3,18,2,11682.0,1725.0,0.0,1769,1057
6,1710,0.0,0,4,35,2,12574.0,2296.0,0.0,2360,1643
7,349,0.0,0,5,40,2,12540.0,3165.0,0.0,2574,1797
8,1169,0.0,0,6,54,2,10713.0,4574.0,0.0,3394,2419
9,191,0.0,0,6,54,2,10480.0,1770.0,0.0,3516,2458
10,9,0.0,0,6,58,2,1769.0,639.0,0.0,3709,2634
11,311,0.0,0,6,65,2,8951.0,4152.0,0.0,4011,3119
12,788,0.0,0,7,67,2,8169.0,7250.0,0.0,4489,3466
13,585,0.0,0,7,73,2,6196.0,10320.0,0.0,4985,3751
14,1198,0.0,0,8,85,2,8902.0,8913.0,0.0,5598,4518
15,353,0.0,0,8,90,2,2361.0,2172.0,0.0,6068,4674
16,1165,0.0,0,9,102,2,10984.0,5516.0,0.0,6880,5308
17,1647,0.0,4,9,112,2,5310.0,9206.0,0.0,7362,6061
18,2528,0.0,10,10,122,2,8284.0,10172.0,0.0,8243,7247
19,3110,0.0,10,11,127,2,12439.0,13224.0,0.0,8825,7727
20,136,,10,11,127,2,,,,9044,7953
