,participantFrames.10.currentGold,participantFrames.10.dominionScore,participantFrames.10.jungleMinionsKilled,participantFrames.10.level,participantFrames.10.minionsKilled,participantFrames.10.participantId,participantFrames.10.position.x,participantFrames.10.position.y,participantFrames.10.teamScore,participantFrames.10.totalGold,participantFrames.10.xp
0,500,0.0,0,1,0,10,14486.0,14291.0,0.0,500,0
1,0,0.0,0,1,0,10,7787.0,11756.0,0.0,500,0
2,120,0.0,4,2,0,10,4847.0,9465.0,0.0,620,285
3,386,0.0,8,2,0,10,11117.0,6942.0,0.0,886,473
4,795,0.0,20,3,0,10,7964.0,9817.0,0.0,1295,1007
5,79,0.0,24,4,0,10,11859.0,3873.0,0.0,1529,1172
6,320,0.0,28,4,2,10,9238.0,3420.0,0.0,1770,1620
7,612,0.0,35,5,2,10,10804.0,8684.0,0.0,2062,2100
8,863,0.0,40,6,2,10,7818.0,3753.0,0.0,2313,2413
9,1280,0.0,44,6,3,10,11068.0,4171.0,0.0,2730,2830
10,316,0.0,44,6,4,10,12441.0,7481.0,0.0,2867,2907
11,737,0.0,56,7,4,10,4622.0,6926.0,0.0,3287,3625
12,1149,0.0,56,7,5,10,8636.0,4413.0,0.0,3699,3941
13,1532,0.0,64,8,5,10,5479.0,11280.0,0.0,4082,4777
14,170,0.0,68,9,5,10,14182.0,13497.0,0.0,4620,5476
15,813,0.0,72,9,5,10,11984.0,6610.0,0.0,5213,5895
16,1461,0.0,88,10,5,10,11758.0,2573.0,0.0,5861,6788
17,738,0.0,88,10,6,10,9866.0,5904.0,0.0,6013,6825
18,21,0.0,96,11,6,10,12014.0,11856.0,0.0,7346,7896
19,579,0.0,109,12,6,10,4059.0,6085.0,0.0,7904,8872
20,1049,0.0,119,12,6,10,7488.0,2584.0,0.0,8374,9562
21,32,0.0,119,12,6,10,12729.0,11227.0,0.0,8596,9824
22,409,0.0,127,13,6,10,8162.0,2334.0,0.0,8974,10528
23,643,0.0,131,13,6,10,6901.0,2891.0,0.0,9208,10751
24,326,0.0,135,13,6,10,4155.0,7222.0,0.0,9491,11211
25,543,0.0,135,14,6,10,3416.0,7288.0,0.0,9708,11516
26,141,0.0,135,14,6,10,11174.0,8408.0,0.0,9980,12026
27,423,0.0,139,14,8,10,3593.0,9938.0,0.0,10263,12420
28,1325,0.0,139,15,8,10,5206.0,10333.0,0.0,11165,13094
29,148,0.0,139,15,8,10,8806.0,5752.0,0.0,11587,13894
30,395,,139,15,8,10,,,,11895,14581
