,participantFrames.4.currentGold,participantFrames.4.dominionScore,participantFrames.4.jungleMinionsKilled,participantFrames.4.level,participantFrames.4.minionsKilled,participantFrames.4.participantId,participantFrames.4.position.x,participantFrames.4.position.y,participantFrames.4.teamScore,participantFrames.4.totalGold,participantFrames.4.xp
0,500,0.0,0,1,0,4,222.0,471.0,0.0,500,0
1,0,0.0,0,1,0,4,10280.0,3134.0,0.0,500,0
2,83,0.0,0,1,3,4,12075.0,2120.0,0.0,583,115
3,518,0.0,0,2,19,4,13082.0,3202.0,0.0,1018,578
4,837,0.0,0,3,30,4,13337.0,4028.0,0.0,1337,924
5,1106,0.0,0,4,36,4,12792.0,2124.0,0.0,1606,1195
6,20,0.0,0,4,41,4,4147.0,842.0,0.0,1820,1465
7,338,0.0,0,5,52,4,11777.0,1898.0,0.0,2138,1935
8,674,0.0,0,5,57,4,10768.0,2290.0,0.0,2474,2240
9,54,0.0,0,6,67,4,10342.0,1405.0,0.0,2954,2909
10,416,0.0,0,7,80,4,12171.0,3431.0,0.0,3316,3385
11,358,0.0,0,7,88,4,11747.0,1586.0,0.0,3683,3637
12,825,0.0,0,8,99,4,13114.0,4507.0,0.0,4150,4155
13,1115,0.0,0,8,109,4,12803.0,1811.0,0.0,4440,4485
14,112,0.0,0,8,109,4,5386.0,4917.0,0.0,4987,4814
15,634,0.0,0,9,128,4,7956.0,7913.0,0.0,5509,5554
16,1503,0.0,0,9,141,4,8430.0,9012.0,0.0,6378,6063
17,456,0.0,0,10,147,4,6891.0,8318.0,0.0,6606,6236
18,1395,0.0,3,11,158,4,8183.0,10148.0,0.0,7545,7415
19,500,0.0,3,11,169,4,9466.0,8946.0,0.0,7925,7822
20,1636,0.0,3,12,185,4,12920.0,11399.0,0.0,9061,8692
21,2018,0.0,3,12,194,4,8757.0,6327.0,0.0,9442,8962
22,422,0.0,5,12,194,4,4621.0,10215.0,0.0,9597,9044
23,959,0.0,5,13,200,4,9832.0,13639.0,0.0,10134,9972
24,1659,,5,13,202,4,,,,10834,10558
