,participantFrames.7.currentGold,participantFrames.7.dominionScore,participantFrames.7.jungleMinionsKilled,participantFrames.7.level,participantFrames.7.minionsKilled,participantFrames.7.participantId,participantFrames.7.position.x,participantFrames.7.position.y,participantFrames.7.teamScore,participantFrames.7.totalGold,participantFrames.7.xp
0,500,0.0,0,1,0,7,13670.0,9600.0,0.0,500,25
1,0,0.0,0,1,0,7,7786.0,4826.0,0.0,500,34
2,777,0.0,0,4,11,7,7245.0,5137.0,0.0,1277,1221
3,378,0.0,0,4,12,7,7289.0,6029.0,0.0,1613,1641
4,991,0.0,0,6,20,7,7985.0,4725.0,0.0,2226,2813
5,576,0.0,0,7,23,7,6896.0,4427.0,0.0,2756,3517
6,1376,0.0,0,8,30,7,4670.0,5675.0,75.0,3556,4628
7,527,0.0,0,9,33,7,12519.0,8736.0,75.0,4457,5482
8,1511,0.0,0,10,45,7,6730.0,4584.0,75.0,5442,7122
9,124,0.0,0,11,49,7,10060.0,6869.0,0.0,7254,7722
10,829,0.0,0,12,54,7,5120.0,4551.0,0.0,7960,9164
11,563,0.0,0,12,54,7,6919.0,6491.0,0.0,8494,9344
12,661,0.0,0,14,60,7,13374.0,9714.0,90.0,9841,11758
13,1349,,0,14,61,7,,,,10834,13007
