,participantFrames.8.currentGold,participantFrames.8.dominionScore,participantFrames.8.jungleMinionsKilled,participantFrames.8.level,participantFrames.8.minionsKilled,participantFrames.8.participantId,participantFrames.8.position.x,participantFrames.8.position.y,participantFrames.8.teamScore,participantFrames.8.totalGold,participantFrames.8.xp
0,500,0,0,1,0,8,14277,14223,0,500,0
1,0,0,0,1,0,8,8463,8825,0,500,0
2,125,0,0,1,6,8,7361,7282,0,625,264
3,518,0,0,3,19,8,6901,7392,0,1018,886
4,802,0,0,4,28,8,7672,7428,0,1302,1357
5,1141,0,0,5,38,8,6543,8329,0,1641,2038
6,195,0,0,6,42,8,13108,13592,0,2370,2439
7,464,0,0,6,51,8,8191,7431,0,2639,2852
8,824,0,0,7,62,8,6611,7723,0,2999,3349
9,332,0,0,7,74,8,6907,7184,0,3382,3878
10,630,0,0,8,84,8,7793,7784,0,3680,4358
11,1067,0,0,8,98,8,8280,6534,0,4117,4983
12,1819,0,0,9,104,8,8955,9610,0,4869,5659
13,203,0,0,9,113,8,5220,9054,0,5153,6039
14,325,0,0,9,113,8,13571,6673,0,5275,6039
15,849,0,4,10,128,8,11416,1916,0,5799,6998
16,1069,0,4,11,134,8,8946,8801,0,6019,7322
17,1538,0,4,11,147,8,9181,9137,0,6488,7678
18,1891,0,4,11,156,8,8417,8533,0,6841,8175
19,662,0,4,12,169,8,6581,12833,0,7187,8751
20,980,0,4,12,176,8,6929,12627,0,7505,9108
21,1298,0,4,12,187,8,9739,9286,0,7823,9698
22,445,0,4,13,187,8,10132,10071,0,8470,10108
23,1171,0,4,13,214,8,14129,14298,0,9196,11236
24,610,0,4,14,223,8,4742,13263,0,9535,11660
25,998,0,4,14,234,8,10286,8926,0,9922,12282
26,1422,0,4,15,244,8,6483,12643,0,10347,13034
27,2356,0,8,16,264,8,5753,13714,0,11280,14862
28,594,0,8,16,272,8,8715,10571,0,11619,15315
29,878,0,8,16,277,8,8219,13556,0,11902,15671
30,1404,0,8,16,292,8,13369,9892,0,12428,16176
31,652,0,8,17,305,8,8494,11673,0,12927,16704
32,1054,0,8,17,317,8,10838,13594,0,13328,17313
33,1461,0,8,17,322,8,11255,12303,0,13735,18261
