,participantFrames.6.currentGold,participantFrames.6.dominionScore,participantFrames.6.jungleMinionsKilled,participantFrames.6.level,participantFrames.6.minionsKilled,participantFrames.6.participantId,participantFrames.6.position.x,participantFrames.6.position.y,participantFrames.6.teamScore,participantFrames.6.totalGold,participantFrames.6.xp
0,500,0,0,1,0,6,14148,14401,0,500,0
1,0,0,0,1,0,6,10905,4693,0,500,0
2,210,0,0,1,0,6,9531,3225,0,710,0
3,706,0,0,2,15,6,12021,1336,0,1206,463
4,1422,0,0,3,24,6,11495,1941,0,1922,919
5,302,0,0,3,27,6,12445,2619,0,2102,1025
6,1182,0,0,4,44,6,11905,2648,0,2982,1503
7,199,0,0,4,49,6,13103,2346,0,3199,1687
8,709,0,0,5,66,6,11357,1655,0,3709,2225
9,56,0,0,5,67,6,13602,5121,0,3859,2323
10,515,0,0,6,82,6,11319,1810,0,4318,3069
11,1504,0,0,7,91,6,13061,3853,0,5307,3715
12,269,0,0,8,98,6,13833,4018,0,5547,4076
13,1187,0,0,8,113,6,10872,1504,0,6465,4756
14,2504,0,0,9,126,6,10224,1247,0,7782,5397
15,305,0,0,9,137,6,4003,13253,0,8161,5789
16,788,0,0,10,144,6,1596,11072,0,8644,6433
17,433,0,8,11,150,6,13829,14086,0,9489,7466
18,1693,0,8,11,154,6,10140,1679,0,10749,8269
19,2548,0,10,12,163,6,7726,10327,0,11604,9579
20,910,0,14,13,171,6,12935,3459,0,12316,10335
21,453,0,14,13,176,6,4914,8449,0,13009,10900
22,1758,0,18,14,179,6,3578,9891,0,14313,12097
