,participantFrames.8.currentGold,participantFrames.8.dominionScore,participantFrames.8.jungleMinionsKilled,participantFrames.8.level,participantFrames.8.minionsKilled,participantFrames.8.participantId,participantFrames.8.position.x,participantFrames.8.position.y,participantFrames.8.teamScore,participantFrames.8.totalGold,participantFrames.8.xp
0,500,0.0,0,1,0,8,14486.0,14291.0,0.0,500,0
1,0,0.0,0,1,0,8,9367.0,4479.0,0.0,500,0
2,63,0.0,0,1,2,8,12724.0,1658.0,0.0,563,115
3,192,0.0,0,2,2,8,12760.0,2402.0,0.0,692,441
4,381,0.0,0,3,3,8,10977.0,1815.0,0.0,881,924
5,530,0.0,0,3,4,8,13931.0,13855.0,0.0,1030,1118
6,253,0.0,0,4,11,8,13334.0,3843.0,0.0,1278,1559
7,510,0.0,0,5,15,8,11647.0,2894.0,0.0,1535,2003
8,728,0.0,0,5,17,8,13794.0,4142.0,0.0,1753,2313
9,1021,0.0,0,6,18,8,13141.0,3137.0,0.0,2046,2815
10,1242,0.0,0,6,20,8,13484.0,5491.0,0.0,2267,3126
11,92,0.0,0,7,22,8,12108.0,8439.0,0.0,2492,3496
12,384,0.0,0,7,27,8,10540.0,1207.0,0.0,2784,3714
13,903,0.0,0,8,30,8,13617.0,14129.0,0.0,3303,4400
14,311,0.0,0,8,34,8,5422.0,9096.0,0.0,3511,4650
15,574,0.0,0,8,37,8,10055.0,10552.0,0.0,3774,4982
16,291,0.0,0,9,40,8,12295.0,12601.0,0.0,4116,5392
17,569,0.0,0,9,44,8,7134.0,12503.0,0.0,4394,5701
18,772,0.0,0,9,44,8,9222.0,6180.0,0.0,4597,6083
19,250,0.0,0,10,47,8,8984.0,9119.0,0.0,4825,6523
20,494,0.0,0,10,53,8,8628.0,10002.0,0.0,5069,7036
21,603,0.0,0,11,54,8,13643.0,13775.0,0.0,5528,8060
22,284,0.0,0,12,61,8,11517.0,11904.0,0.0,5934,8758
23,837,0.0,0,12,64,8,12850.0,13132.0,0.0,6487,9327
24,879,,0,12,64,8,,,,6529,9327
