,participantFrames.8.currentGold,participantFrames.8.dominionScore,participantFrames.8.jungleMinionsKilled,participantFrames.8.level,participantFrames.8.minionsKilled,participantFrames.8.participantId,participantFrames.8.position.x,participantFrames.8.position.y,participantFrames.8.teamScore,participantFrames.8.totalGold,participantFrames.8.xp
0,500,0.0,0,1,0,8,14148.0,14401.0,0.0,500,0
1,0,0.0,0,1,0,8,11467.0,7110.0,0.0,500,0
2,97,0.0,0,1,4,8,12652.0,2564.0,0.0,597,134
3,408,0.0,0,2,15,8,11977.0,1818.0,0.0,908,499
4,773,0.0,0,3,26,8,12138.0,2141.0,0.0,1273,840
5,60,0.0,0,3,26,8,13302.0,4180.0,0.0,1395,872
6,352,0.0,0,4,36,8,12103.0,2133.0,0.0,1687,1304
7,977,0.0,0,5,48,8,13066.0,1979.0,0.0,2312,1885
8,187,0.0,0,5,51,8,13645.0,4273.0,0.0,2497,2091
9,352,0.0,0,5,53,8,13542.0,4162.0,0.0,2662,2230
10,784,0.0,0,6,68,8,10943.0,1668.0,0.0,3094,2724
11,308,0.0,0,6,76,8,13665.0,4330.0,0.0,3418,3016
12,963,0.0,0,7,84,8,12413.0,2834.0,0.0,4073,3819
13,1538,0.0,4,8,100,8,13512.0,3459.0,0.0,4648,4594
14,1898,0.0,4,8,110,8,13622.0,5435.0,0.0,5008,4986
15,366,0.0,4,9,121,8,13143.0,2695.0,0.0,5376,5597
16,8,0.0,4,10,134,8,13047.0,13925.0,0.0,6088,6220
17,385,0.0,4,10,145,8,5359.0,9446.0,0.0,6465,6661
18,850,0.0,4,10,160,8,7244.0,7519.0,0.0,6930,7265
19,1628,0.0,4,11,171,8,992.0,7691.0,0.0,7708,8064
20,232,0.0,12,11,172,8,7584.0,8448.0,0.0,8287,8489
21,728,0.0,12,12,185,8,5085.0,4635.0,0.0,8783,9300
22,1304,0.0,12,12,191,8,4398.0,9902.0,0.0,9359,9632
23,548,0.0,12,13,192,8,6790.0,7479.0,0.0,9953,10766
24,1283,,12,14,196,8,,,,10758,11489
