,participantFrames.10.currentGold,participantFrames.10.dominionScore,participantFrames.10.jungleMinionsKilled,participantFrames.10.level,participantFrames.10.minionsKilled,participantFrames.10.participantId,participantFrames.10.position.x,participantFrames.10.position.y,participantFrames.10.teamScore,participantFrames.10.totalGold,participantFrames.10.xp
0,500,0,0,1,0,10,14237,14579,0,500,0
1,0,0,0,1,0,10,12606,5046,0,500,0
2,84,0,0,1,3,10,12065,2476,0,584,115
3,472,0,0,2,16,10,12918,3081,0,972,544
4,784,0,0,3,27,10,13132,3022,0,1284,852
5,1374,0,0,4,37,10,14038,14123,0,1874,1374
6,321,0,0,5,46,10,10610,3169,0,2196,1803
7,632,0,0,5,57,10,11133,3302,0,2507,2189
8,1019,0,0,6,69,10,13249,3793,0,2894,2576
9,1261,0,0,6,76,10,14340,14391,0,3136,2761
10,238,0,0,6,82,10,9445,1728,0,3363,2972
11,17,0,0,7,85,10,12458,2040,0,3842,3350
12,609,0,0,7,94,10,13490,4366,0,4434,3951
13,1409,0,0,8,109,10,11876,3635,0,5234,4734
14,381,0,0,9,120,10,11162,1009,0,5606,5132
15,728,0,0,9,130,10,13277,4017,0,5953,5500
16,1159,0,0,10,144,10,10186,2351,0,6384,6210
17,459,0,0,10,150,10,14077,4314,0,6684,6537
18,937,0,0,11,167,10,10507,1246,0,7162,7336
19,95,0,0,11,174,10,4693,13215,0,7420,7638
20,454,0,0,11,184,10,14091,13957,0,7779,8083
21,726,0,0,11,192,10,6378,10035,0,8051,8442
22,1232,0,0,12,210,10,7116,12762,0,8557,9362
23,232,0,3,13,217,10,9461,9491,0,8997,10016
