,participantFrames.8.currentGold,participantFrames.8.dominionScore,participantFrames.8.jungleMinionsKilled,participantFrames.8.level,participantFrames.8.minionsKilled,participantFrames.8.participantId,participantFrames.8.position.x,participantFrames.8.position.y,participantFrames.8.teamScore,participantFrames.8.totalGold,participantFrames.8.xp
0,500,0.0,0,1,0,8,14148.0,14401.0,0.0,500,0
1,0,0.0,0,1,0,8,9472.0,4765.0,0.0,500,0
2,84,0.0,0,1,3,8,12901.0,2836.0,0.0,584,115
3,206,0.0,0,2,3,8,13738.0,5268.0,0.0,706,330
4,29,0.0,0,2,3,8,13652.0,8999.0,0.0,829,330
5,277,0.0,0,2,8,8,13355.0,3269.0,0.0,1077,621
6,575,0.0,0,3,18,8,13579.0,3675.0,0.0,1375,1009
7,987,0.0,0,4,32,8,11761.0,2625.0,0.0,1787,1472
8,269,0.0,0,5,38,8,14230.0,14178.0,0.0,2369,1918
9,188,0.0,0,5,39,8,13551.0,3943.0,0.0,2513,2124
10,144,0.0,0,6,47,8,12833.0,7249.0,0.0,2819,2415
11,167,0.0,0,6,59,8,14131.0,13621.0,0.0,3192,2917
12,424,0.0,0,7,69,8,11410.0,5797.0,0.0,3449,3241
13,778,0.0,0,7,79,8,12391.0,3116.0,0.0,3803,3775
14,451,0.0,0,8,87,8,13785.0,7160.0,0.0,4276,4305
15,1325,0.0,0,8,93,8,7021.0,6915.0,0.0,5150,4874
16,1608,0.0,0,9,103,8,4150.0,13906.0,0.0,5433,5606
17,302,0.0,3,9,106,8,7215.0,13904.0,0.0,5727,6113
18,227,0.0,3,10,108,8,9836.0,10392.0,0.0,5892,6355
19,24,0.0,3,10,108,8,11586.0,11325.0,0.0,7464,6986
20,462,0.0,3,11,123,8,8709.0,12999.0,0.0,7902,7732
21,1147,0.0,3,12,134,8,13830.0,6408.0,0.0,8587,8976
22,925,0.0,7,12,141,8,4944.0,9800.0,0.0,9740,9895
23,1122,0.0,7,13,141,8,3899.0,10346.0,0.0,10812,10403
24,50,0.0,7,13,147,8,10923.0,11687.0,0.0,11040,10636
25,711,0.0,11,14,148,8,11664.0,4010.0,0.0,11700,11758
26,1198,0.0,11,14,163,8,7177.0,12331.0,0.0,12263,12502
27,1970,0.0,11,15,163,8,4505.0,9265.0,0.0,13035,13601
28,1659,0.0,15,16,186,8,8803.0,3482.0,0.0,14023,14917
29,1746,0.0,21,17,193,8,11514.0,12714.0,0.0,15230,16623
30,818,0.0,21,17,193,8,9418.0,9731.0,0.0,15803,16977
31,1115,0.0,21,17,203,8,11875.0,12069.0,0.0,16100,17250
32,1538,0.0,21,17,216,8,9656.0,6326.0,0.0,16522,17810
33,1940,0.0,25,17,222,8,10678.0,13327.0,0.0,16925,18248
34,401,0.0,25,18,234,8,7173.0,9662.0,0.0,17485,18867
35,371,0.0,25,18,246,8,13761.0,12505.0,0.0,17955,19534
36,213,,25,18,247,8,,,,18038,19932
