,participantFrames.2.currentGold,participantFrames.2.dominionScore,participantFrames.2.jungleMinionsKilled,participantFrames.2.level,participantFrames.2.minionsKilled,participantFrames.2.participantId,participantFrames.2.position.x,participantFrames.2.position.y,participantFrames.2.teamScore,participantFrames.2.totalGold,participantFrames.2.xp
0,500,0.0,0,1,0,2,222.0,471.0,0.0,500,0
1,0,0.0,0,1,0,2,11407.0,5565.0,0.0,500,0
2,83,0.0,0,1,3,2,11421.0,1611.0,0.0,583,115
3,367,0.0,0,2,12,2,12165.0,1721.0,0.0,867,460
4,40,0.0,0,2,17,2,6811.0,1055.0,0.0,1120,636
5,421,0.0,0,4,29,2,11253.0,1914.0,0.0,1501,1206
6,628,0.0,0,4,34,2,10969.0,2237.0,0.0,1708,1417
7,1070,0.0,0,5,34,2,8086.0,878.0,0.0,2150,1828
8,201,0.0,0,5,39,2,11574.0,1527.0,0.0,2356,2160
9,485,0.0,0,6,48,2,10535.0,1281.0,0.0,2640,2487
10,826,0.0,0,6,58,2,12167.0,2810.0,0.0,2981,2855
11,370,0.0,0,6,59,2,2246.0,613.0,0.0,3125,2893
12,773,0.0,0,7,72,2,13700.0,4768.0,0.0,3528,3429
13,1252,0.0,0,7,82,2,13013.0,3682.0,0.0,4007,3819
14,761,0.0,0,8,89,2,10580.0,3373.0,0.0,4316,4176
15,1475,0.0,4,9,105,2,12407.0,5698.0,0.0,5030,5544
16,487,0.0,4,9,116,2,8566.0,2269.0,0.0,5342,6015
17,824,0.0,4,10,120,2,8861.0,6522.0,0.0,5679,6514
18,834,,4,10,120,2,,,,5709,6514
