,participantFrames.1.currentGold,participantFrames.1.dominionScore,participantFrames.1.jungleMinionsKilled,participantFrames.1.level,participantFrames.1.minionsKilled,participantFrames.1.participantId,participantFrames.1.position.x,participantFrames.1.position.y,participantFrames.1.teamScore,participantFrames.1.totalGold,participantFrames.1.xp
0,500,0.0,0,1,0,1,222.0,471.0,0.0,500,0
1,0,0.0,0,1,0,1,7522.0,2809.0,0.0,500,0
2,84,0.0,0,1,3,1,11957.0,2091.0,0.0,584,115
3,374,0.0,0,2,12,1,11432.0,1374.0,0.0,874,460
4,690,0.0,0,3,21,1,10806.0,1435.0,0.0,1190,958
5,47,0.0,0,4,31,1,8593.0,1492.0,0.0,1522,1279
6,254,0.0,0,4,36,1,11710.0,2154.0,0.0,1729,1529
7,697,0.0,0,5,51,1,12629.0,2633.0,0.0,2172,2216
8,1066,0.0,0,6,61,1,11705.0,1521.0,0.0,2541,2564
9,31,0.0,0,6,64,1,5537.0,901.0,0.0,2856,2827
10,374,0.0,0,7,75,1,12366.0,2567.0,0.0,3199,3253
11,677,0.0,0,7,82,1,12995.0,3647.0,0.0,3502,3601
12,99,0.0,0,7,82,1,1259.0,530.0,0.0,3624,3601
13,459,0.0,0,8,96,1,10298.0,2723.0,0.0,3984,4190
14,817,0.0,0,8,106,1,7890.0,1045.0,0.0,4342,4665
15,58,0.0,0,8,113,1,12511.0,1492.0,0.0,4633,4959
16,94,,0,8,113,1,,,,4669,4959
