,participantFrames.10.currentGold,participantFrames.10.dominionScore,participantFrames.10.jungleMinionsKilled,participantFrames.10.level,participantFrames.10.minionsKilled,participantFrames.10.participantId,participantFrames.10.position.x,participantFrames.10.position.y,participantFrames.10.teamScore,participantFrames.10.totalGold,participantFrames.10.xp
0,500,0.0,0,1,0,10,14486.0,14291.0,0.0,500,0
1,0,0.0,0,1,0,10,11027.0,5169.0,0.0,500,0
2,83,0.0,0,1,3,10,12530.0,2673.0,0.0,583,115
3,490,0.0,0,2,17,10,12130.0,2154.0,0.0,990,540
4,767,0.0,0,3,26,10,12886.0,2774.0,0.0,1267,808
5,1106,0.0,0,4,35,10,13694.0,4113.0,0.0,1606,1205
6,236,0.0,0,4,45,10,12109.0,2310.0,0.0,1911,1709
7,620,0.0,0,5,58,10,11315.0,1406.0,0.0,2295,2225
8,881,0.0,0,6,63,10,12562.0,1951.0,0.0,2556,2496
9,1207,0.0,0,6,74,10,13401.0,4232.0,0.0,2882,2881
10,134,0.0,0,7,80,10,13591.0,4546.0,0.0,3409,3315
11,327,0.0,0,7,84,10,13455.0,2833.0,0.0,3602,3672
12,596,0.0,0,7,93,10,13616.0,4180.0,0.0,3871,4010
13,865,0.0,0,8,102,10,13679.0,4632.0,0.0,4140,4398
14,429,0.0,0,8,109,10,13389.0,6788.0,0.0,4439,4722
15,992,0.0,4,9,123,10,8042.0,8267.0,0.0,5002,5546
16,239,0.0,4,9,134,10,8947.0,7827.0,0.0,5314,5938
17,669,0.0,4,10,150,10,6823.0,7874.0,0.0,5744,6732
18,791,0.0,4,10,150,10,13983.0,14182.0,0.0,5866,6732
19,289,0.0,4,10,160,10,7177.0,9698.0,0.0,6164,7131
20,711,0.0,4,11,173,10,14023.0,14350.0,0.0,6586,7595
21,913,0.0,4,11,182,10,9408.0,9436.0,0.0,6863,7893
22,1504,0.0,4,12,192,10,4598.0,13341.0,0.0,7454,9591
23,265,0.0,4,12,196,10,8929.0,9864.0,0.0,7715,9809
24,655,0.0,4,13,206,10,8914.0,9094.0,0.0,8105,10192
25,986,0.0,4,13,213,10,5003.0,8439.0,0.0,8436,10633
26,9,0.0,4,13,213,10,11220.0,13969.0,0.0,8558,10633
27,266,0.0,6,13,215,10,9439.0,11205.0,0.0,8816,11032
28,535,0.0,6,13,224,10,12438.0,12736.0,0.0,9085,11394
29,2133,0.0,6,14,224,10,12691.0,13642.0,0.0,10683,12751
30,2977,,6,15,224,10,,,,11527,14295
