,participantFrames.7.currentGold,participantFrames.7.dominionScore,participantFrames.7.jungleMinionsKilled,participantFrames.7.level,participantFrames.7.minionsKilled,participantFrames.7.participantId,participantFrames.7.position.x,participantFrames.7.position.y,participantFrames.7.teamScore,participantFrames.7.totalGold,participantFrames.7.xp
0,500,0.0,0,1,0,7,14486.0,14511.0,0.0,500,0
1,0,0.0,0,1,0,7,4680.0,13717.0,0.0,500,0
2,133,0.0,0,1,3,7,2481.0,13199.0,0.0,633,176
3,475,0.0,0,3,13,7,1520.0,11583.0,0.0,975,857
4,753,0.0,0,4,19,7,1519.0,12032.0,0.0,1253,1269
5,1116,0.0,0,5,30,7,1755.0,12395.0,0.0,1616,1950
6,167,0.0,0,6,34,7,1736.0,11795.0,0.0,2117,2578
7,584,0.0,0,7,48,7,1508.0,12100.0,0.0,2534,3283
8,974,0.0,0,7,60,7,1732.0,10165.0,0.0,2924,3924
9,1182,0.0,0,7,60,7,2842.0,12756.0,0.0,3132,4042
10,771,0.0,0,8,62,7,3824.0,13095.0,0.0,3597,4522
11,71,0.0,0,8,71,7,4529.0,14052.0,0.0,3947,5029
12,256,0.0,0,9,75,7,6720.0,13862.0,0.0,4132,5177
13,652,0.0,0,9,88,7,2211.0,12383.0,0.0,4528,5857
14,305,0.0,0,10,96,7,9837.0,10367.0,0.0,4931,6244
15,571,0.0,0,10,97,7,4915.0,13707.0,0.0,5197,6835
16,103,0.0,0,11,106,7,8660.0,7662.0,0.0,5529,7371
17,522,0.0,0,11,119,7,8469.0,10030.0,0.0,5948,7819
18,889,0.0,0,11,129,7,9608.0,11281.0,0.0,6315,8546
19,1436,0.0,0,12,129,7,8109.0,12349.0,0.0,6862,8822
20,234,0.0,4,12,129,7,12806.0,5317.0,0.0,7085,9012
21,78,0.0,4,13,151,7,12522.0,12955.0,0.0,7739,10087
22,493,0.0,4,13,164,7,8142.0,6260.0,0.0,8154,10773
23,27,,4,13,164,7,,,,8277,10773
