,participantFrames.7.currentGold,participantFrames.7.dominionScore,participantFrames.7.jungleMinionsKilled,participantFrames.7.level,participantFrames.7.minionsKilled,participantFrames.7.participantId,participantFrames.7.position.x,participantFrames.7.position.y,participantFrames.7.teamScore,participantFrames.7.totalGold,participantFrames.7.xp
0,500,0.0,0,1,0,7,14486.0,14291.0,0.0,500,0
1,0,0.0,0,1,0,7,6266.0,10273.0,0.0,500,0
2,21,0.0,0,1,0,7,12652.0,10946.0,0.0,521,0
3,243,0.0,4,2,0,7,9592.0,6141.0,0.0,743,285
4,622,0.0,16,3,0,7,9156.0,9581.0,0.0,1122,780
5,856,0.0,20,3,0,7,7544.0,13555.0,0.0,1356,945
6,254,0.0,20,3,0,7,10949.0,4764.0,0.0,1479,945
7,658,0.0,32,5,0,7,7920.0,10822.0,0.0,1883,1722
8,983,0.0,39,5,0,7,9892.0,8947.0,0.0,2208,2173
9,205,0.0,43,6,0,7,9505.0,5345.0,0.0,2430,2440
10,513,0.0,51,6,0,7,11664.0,7925.0,0.0,2738,3078
11,795,0.0,51,7,6,7,9608.0,6202.0,0.0,3020,3311
12,945,0.0,51,7,8,7,6494.0,12445.0,0.0,3170,3571
13,1228,0.0,54,8,9,7,11150.0,8442.0,0.0,3453,4200
14,100,0.0,58,8,9,7,8953.0,10955.0,0.0,3675,4489
15,334,0.0,62,8,9,7,11162.0,5659.0,0.0,3909,4954
16,237,0.0,65,9,9,7,6958.0,12706.0,0.0,4162,5493
17,515,0.0,66,9,17,7,11925.0,9579.0,0.0,4440,5856
18,988,0.0,66,9,18,7,9053.0,13671.0,0.0,4913,6069
19,1358,0.0,70,10,20,7,11375.0,7137.0,0.0,5283,6654
20,265,0.0,74,10,20,7,12843.0,13217.0,0.0,5505,6935
21,763,0.0,75,11,22,7,10368.0,10970.0,0.0,6003,7508
22,1085,0.0,80,11,23,7,11612.0,7066.0,0.0,6325,8299
23,695,0.0,80,12,26,7,8319.0,10335.0,0.0,6810,8668
24,67,0.0,80,12,26,7,10754.0,12969.0,0.0,6932,8775
25,189,0.0,80,12,26,7,8430.0,13838.0,0.0,7054,9357
26,857,0.0,84,13,29,7,12715.0,12538.0,0.0,7722,10167
27,1173,,84,13,30,7,,,,8098,10600
