,participantFrames.7.currentGold,participantFrames.7.dominionScore,participantFrames.7.jungleMinionsKilled,participantFrames.7.level,participantFrames.7.minionsKilled,participantFrames.7.participantId,participantFrames.7.position.x,participantFrames.7.position.y,participantFrames.7.teamScore,participantFrames.7.totalGold,participantFrames.7.xp
0,500,0,0,1,0,7,14486,14291,0,500,0
1,0,0,0,1,0,7,8486,3764,0,500,7
2,83,0,0,1,3,7,2466,12984,0,583,183
3,441,0,0,3,14,7,2293,12525,0,941,805
4,178,0,0,4,21,7,1849,12759,0,1503,1254
5,268,0,0,5,28,7,13391,14244,0,2093,1797
6,496,0,0,5,34,7,1591,12042,0,2321,2151
7,810,0,0,6,42,7,3291,10732,0,2635,2861
8,1162,0,0,7,52,7,1982,12236,0,2987,3483
9,201,0,0,7,53,7,7344,13348,0,3451,3935
10,521,0,0,8,62,7,3060,12883,0,3771,4469
11,72,0,0,9,71,7,3371,13332,0,4422,5302
12,106,0,0,9,71,7,14245,14380,0,4864,5815
13,481,0,0,10,83,7,1003,10642,0,5239,6404
14,1494,0,0,11,95,7,14028,14362,0,6252,7541
15,358,0,4,11,98,7,1822,12115,0,6516,7869
16,368,0,4,11,111,7,2418,7385,0,6926,8520
17,1450,0,4,12,111,7,3947,11444,0,8008,9161
18,35,0,8,13,125,7,14340,14391,0,8893,10316
19,1032,0,9,13,135,7,9666,1292,0,9890,11120
20,2044,0,9,14,148,7,12715,1756,0,10901,12020
21,366,0,9,14,148,7,9983,6871,0,11024,12020
22,223,0,11,14,155,7,3237,2971,0,11681,12669
23,445,0,11,14,155,7,5136,5564,0,11903,12669
24,814,0,11,15,160,7,1310,666,0,12971,13228
