,participantFrames.8.currentGold,participantFrames.8.dominionScore,participantFrames.8.jungleMinionsKilled,participantFrames.8.level,participantFrames.8.minionsKilled,participantFrames.8.participantId,participantFrames.8.position.x,participantFrames.8.position.y,participantFrames.8.teamScore,participantFrames.8.totalGold,participantFrames.8.xp
0,500,0.0,0,1,0,8,13670.0,9600.0,0.0,500,25
1,0,0.0,0,1,0,8,8085.0,5701.0,0.0,500,25
2,555,0.0,0,3,2,8,8194.0,5751.0,0.0,1055,743
3,422,0.0,0,4,3,8,6859.0,6282.0,0.0,1522,1195
4,975,0.0,0,5,4,8,8412.0,5728.0,0.0,2075,1892
5,1781,0.0,0,6,8,8,7782.0,5035.0,44.0,2881,2828
6,582,0.0,0,7,9,8,13756.0,9791.0,0.0,4882,3952
7,625,0.0,0,8,9,8,8228.0,5980.0,0.0,5375,4607
8,351,0.0,0,8,9,8,7606.0,5881.0,89.0,5951,4992
9,898,0.0,0,9,11,8,5946.0,7527.0,0.0,6498,5494
10,530,0.0,0,10,11,8,12163.0,8222.0,0.0,7230,6154
11,1548,0.0,0,11,12,8,11920.0,7282.0,0.0,8248,7485
12,1170,0.0,0,12,12,8,13706.0,9658.0,0.0,8720,8739
13,2207,0.0,0,13,12,8,9665.0,7634.0,100.0,10857,10181
14,404,0.0,0,14,21,8,8328.0,5929.0,100.0,11954,12475
15,1142,0.0,0,15,25,8,11289.0,6578.0,100.0,12692,14611
16,1227,,0,16,25,8,,,,12777,14706
