,participantFrames.1.currentGold,participantFrames.1.dominionScore,participantFrames.1.jungleMinionsKilled,participantFrames.1.level,participantFrames.1.minionsKilled,participantFrames.1.participantId,participantFrames.1.position.x,participantFrames.1.position.y,participantFrames.1.teamScore,participantFrames.1.totalGold,participantFrames.1.xp
0,500,0,0,1,0,1,222,471,0,500,0
1,33,0,0,1,0,1,3676,965,0,533,8
2,146,0,0,1,4,1,12371,1707,0,646,143
3,609,0,0,2,16,1,13059,3579,0,1109,542
4,166,0,0,3,28,1,873,551,0,1566,976
5,424,0,0,4,37,1,11186,1855,0,1899,1375
6,869,0,0,5,53,1,12246,3380,0,2344,1869
7,214,0,0,5,64,1,2114,1621,0,2889,2199
8,538,0,0,6,73,1,1311,11411,0,3213,2471
9,936,0,0,6,86,1,4769,13641,0,3611,2895
10,43,0,0,7,98,1,3385,2693,0,4118,3241
11,621,0,0,7,112,1,7534,7470,0,4696,4039
12,1407,0,0,8,129,1,10159,10008,0,5482,4537
13,2039,0,0,8,131,1,13346,12775,0,6114,4832
