,participantFrames.9.currentGold,participantFrames.9.dominionScore,participantFrames.9.jungleMinionsKilled,participantFrames.9.level,participantFrames.9.minionsKilled,participantFrames.9.participantId,participantFrames.9.position.x,participantFrames.9.position.y,participantFrames.9.teamScore,participantFrames.9.totalGold,participantFrames.9.xp
0,500,0.0,0,1,0,9,14148.0,14401.0,0.0,500,0
1,0,0.0,0,1,0,9,9066.0,3430.0,0.0,500,0
2,63,0.0,0,1,2,9,12532.0,2728.0,0.0,563,115
3,409,0.0,0,2,15,9,12848.0,2002.0,0.0,909,480
4,1095,0.0,0,3,28,9,11575.0,1893.0,0.0,1595,982
5,243,0.0,0,3,33,9,13727.0,4781.0,0.0,1843,1138
6,632,0.0,0,4,48,9,13079.0,2249.0,0.0,2232,1579
7,1002,0.0,0,5,59,9,13706.0,3771.0,0.0,2602,2089
8,54,0.0,0,6,70,9,13295.0,5192.0,0.0,2954,2419
9,213,0.0,0,6,79,9,13782.0,10908.0,0.0,3538,2975
10,464,0.0,0,7,86,9,13728.0,4397.0,0.0,3789,3308
11,900,0.0,0,7,101,9,13559.0,2977.0,0.0,4225,3752
12,1277,0.0,0,8,111,9,10652.0,3146.0,0.0,4602,4181
13,1581,0.0,0,8,121,9,11872.0,4950.0,0.0,4906,4517
14,498,0.0,4,9,129,9,12959.0,5092.0,0.0,5248,5043
15,104,0.0,4,9,134,9,13600.0,5015.0,0.0,5604,5463
16,897,0.0,4,10,147,9,11512.0,1593.0,0.0,6397,6505
17,554,0.0,4,10,149,9,13325.0,7292.0,0.0,6854,6968
18,1167,0.0,8,11,164,9,11802.0,4006.0,0.0,7467,7913
19,2346,0.0,8,12,173,9,5925.0,9313.0,0.0,8646,8812
20,830,0.0,12,12,179,9,6213.0,11321.0,0.0,9104,9282
21,2044,0.0,16,13,195,9,2224.0,9047.0,0.0,10319,10611
22,2487,0.0,20,13,201,9,4602.0,14044.0,0.0,10762,11169
23,1309,0.0,24,14,211,9,7231.0,7505.0,0.0,11334,11845
24,1812,0.0,32,14,218,9,6201.0,10315.0,0.0,11837,12673
25,948,0.0,32,15,229,9,6074.0,8415.0,0.0,12247,13059
26,1834,0.0,32,15,237,9,1909.0,9467.0,0.0,13134,13617
27,1113,0.0,40,15,244,9,4102.0,13271.0,0.0,13713,14489
28,1516,0.0,40,16,250,9,5064.0,7910.0,0.0,14115,15199
29,568,0.0,40,16,250,9,6465.0,9262.0,0.0,14288,15199
30,1192,0.0,40,16,250,9,7600.0,10203.0,0.0,14911,15836
31,1690,0.0,44,17,258,9,1526.0,8349.0,0.0,15409,16681
32,2525,0.0,44,17,272,9,4724.0,1688.0,0.0,16244,17162
33,2606,,44,17,275,9,,,,16506,17656
