,participantFrames.9.currentGold,participantFrames.9.dominionScore,participantFrames.9.jungleMinionsKilled,participantFrames.9.level,participantFrames.9.minionsKilled,participantFrames.9.participantId,participantFrames.9.position.x,participantFrames.9.position.y,participantFrames.9.teamScore,participantFrames.9.totalGold,participantFrames.9.xp
0,500,0.0,0,1,0,9,14237.0,14579.0,0.0,500,0
1,0,0.0,0,1,0,9,12642.0,5235.0,0.0,500,0
2,720,0.0,0,1,0,9,7853.0,3419.0,0.0,1220,29
3,997,0.0,0,2,8,9,12396.0,2629.0,0.0,1497,291
4,1313,0.0,0,2,17,9,13165.0,4342.0,0.0,1813,601
5,1708,0.0,0,3,30,9,13728.0,4677.0,0.0,2208,1102
6,1971,0.0,0,4,38,9,13596.0,4480.0,0.0,2471,1352
7,2376,0.0,0,5,51,9,12957.0,3075.0,0.0,2876,1989
8,2631,0.0,0,5,58,9,13495.0,4469.0,0.0,3131,2337
9,3043,0.0,0,6,72,9,13261.0,2203.0,0.0,3543,2781
10,7,0.0,0,6,74,9,13975.0,13413.0,0.0,4332,3075
11,372,0.0,0,7,85,9,10606.0,3073.0,0.0,4697,3404
12,822,0.0,0,7,100,9,11423.0,1872.0,0.0,5147,3857
13,1650,0.0,0,8,106,9,11271.0,4907.0,0.0,5975,4800
14,128,0.0,0,9,121,9,14099.0,13837.0,0.0,6428,5277
15,743,0.0,0,9,123,9,13504.0,7853.0,0.0,7043,5969
16,549,0.0,0,10,130,9,11035.0,4906.0,0.0,7284,6171
17,1410,0.0,4,10,142,9,11912.0,3597.0,0.0,8145,7202
18,651,0.0,4,11,151,9,11607.0,1650.0,0.0,8791,7981
19,1433,0.0,4,11,163,9,8919.0,1478.0,0.0,9572,8548
20,2363,0.0,4,12,171,9,9664.0,2662.0,0.0,10503,9230
21,1422,0.0,4,12,181,9,12936.0,2881.0,0.0,10912,9720
22,0,0.0,4,12,187,9,14188.0,13784.0,0.0,11139,9893
23,833,0.0,4,13,203,9,8852.0,5525.0,0.0,11973,11295
24,2103,0.0,4,14,205,9,1332.0,2275.0,0.0,13243,12245
25,2184,,4,14,205,9,,,,13384,12245
