,participantFrames.1.currentGold,participantFrames.1.dominionScore,participantFrames.1.jungleMinionsKilled,participantFrames.1.level,participantFrames.1.minionsKilled,participantFrames.1.participantId,participantFrames.1.position.x,participantFrames.1.position.y,participantFrames.1.teamScore,participantFrames.1.totalGold,participantFrames.1.xp
0,500,0,0,1,0,1,1217,10026,0,500,25
1,0,0,0,1,0,1,6162,5567,0,500,25
2,650,0,0,3,6,1,7626,5759,0,1150,756
3,1757,0,0,5,15,1,7513,4661,0,2257,1852
4,123,0,0,6,17,1,4021,6985,0,3123,2518
5,54,0,0,7,23,1,4898,6889,98,3754,3377
6,1336,0,0,8,31,1,8426,4130,17,5036,4780
7,2072,0,0,9,39,1,8761,4368,17,5772,5903
8,214,0,0,10,41,1,7566,4843,17,6489,6627
9,472,0,0,11,45,1,7033,4307,17,7147,7410
10,79,0,0,11,50,1,8881,7076,97,8179,8579
11,846,0,0,12,58,1,7977,6309,97,8946,9379
12,736,0,0,13,68,1,8031,9672,97,10436,11237
13,558,0,4,14,69,1,3392,7687,40,11258,11918
14,2009,0,4,16,77,1,10800,5352,56,12709,14994
15,3345,0,4,17,85,1,13118,9114,56,14045,17625
16,1421,0,4,18,98,1,10012,7605,56,15471,20163
17,918,0,8,18,98,1,5164,6904,0,16088,20955
18,178,0,8,18,105,1,10182,4910,0,17448,22914
19,1385,0,8,18,107,1,3823,6594,49,19155,24961
