,participantFrames.5.currentGold,participantFrames.5.dominionScore,participantFrames.5.jungleMinionsKilled,participantFrames.5.level,participantFrames.5.minionsKilled,participantFrames.5.participantId,participantFrames.5.position.x,participantFrames.5.position.y,participantFrames.5.teamScore,participantFrames.5.totalGold,participantFrames.5.xp
0,500,0.0,0,1,0,5,561.0,581.0,0.0,500,0
1,0,0.0,0,1,0,5,3032.0,11088.0,0.0,500,0
2,62,0.0,0,1,2,5,2455.0,12556.0,0.0,562,176
3,462,0.0,0,3,16,5,3349.0,13160.0,0.0,962,857
4,774,0.0,4,4,23,5,2975.0,11125.0,0.0,1274,1266
5,129,0.0,4,5,28,5,1713.0,12933.0,0.0,1829,1809
6,487,0.0,4,6,40,5,1266.0,10728.0,0.0,2187,2457
7,885,0.0,4,6,48,5,1669.0,11418.0,0.0,2585,3135
8,243,0.0,4,7,51,5,1401.0,12227.0,0.0,2818,3344
9,647,0.0,4,8,67,5,2271.0,12936.0,0.0,3222,4110
10,142,0.0,4,8,68,5,650.0,1849.0,0.0,3517,4476
11,443,0.0,4,8,73,5,1424.0,10618.0,0.0,3818,4782
12,859,0.0,4,9,91,5,1837.0,12288.0,0.0,4234,5547
13,374,0.0,4,9,93,5,13459.0,2870.0,0.0,4749,5777
14,463,0.0,4,10,96,5,3238.0,11490.0,0.0,4913,6131
15,585,0.0,4,10,96,5,1136.0,12166.0,0.0,5035,6248
16,1072,0.0,4,10,108,5,999.0,11415.0,0.0,5522,6782
17,163,0.0,4,10,118,5,1274.0,9217.0,0.0,5888,7286
18,440,0.0,4,11,127,5,4705.0,5451.0,0.0,6165,7816
19,162,0.0,4,11,127,5,1687.0,11202.0,0.0,6287,7816
20,663,0.0,4,12,145,5,3969.0,9587.0,0.0,6788,8663
21,281,0.0,4,12,146,5,1942.0,3503.0,0.0,7731,8986
22,821,0.0,4,12,149,5,4052.0,12646.0,0.0,8271,9855
23,1188,0.0,4,13,159,5,7473.0,7438.0,0.0,8637,10314
24,415,0.0,4,13,165,5,5002.0,9225.0,0.0,8865,10579
25,251,0.0,4,13,170,5,9235.0,1501.0,0.0,9071,10978
26,569,0.0,4,14,177,5,10671.0,2522.0,0.0,9389,11460
27,691,0.0,4,14,177,5,7916.0,1437.0,0.0,9511,11460
28,293,0.0,4,14,189,5,4638.0,1097.0,0.0,9912,11968
29,1608,0.0,4,15,206,5,11197.0,1243.0,0.0,11228,13331
30,383,0.0,4,15,208,5,7978.0,1619.0,0.0,11378,13439
31,519,,4,15,212,5,,,,11744,14295
