,participantFrames.7.currentGold,participantFrames.7.dominionScore,participantFrames.7.jungleMinionsKilled,participantFrames.7.level,participantFrames.7.minionsKilled,participantFrames.7.participantId,participantFrames.7.position.x,participantFrames.7.position.y,participantFrames.7.teamScore,participantFrames.7.totalGold,participantFrames.7.xp
0,500,0.0,0,1,0,7,13879.0,9668.0,0.0,500,25
1,0,0.0,0,1,0,7,10645.0,8737.0,0.0,500,25
2,755,0.0,8,3,0,7,5092.0,7719.0,0.0,1255,981
3,442,0.0,8,4,2,7,7392.0,4478.0,0.0,1642,1401
4,1270,0.0,17,6,6,7,9445.0,8622.0,0.0,2470,2570
5,700,0.0,26,7,6,7,7273.0,6455.0,0.0,3375,3443
6,1697,0.0,26,8,9,7,5936.0,7150.0,0.0,4372,4190
7,2835,0.0,35,9,12,7,7503.0,6068.0,0.0,5510,5468
8,1395,0.0,35,10,20,7,13646.0,9934.0,0.0,6470,6541
9,1299,0.0,44,11,23,7,8888.0,8546.0,0.0,7774,8419
10,2199,0.0,50,12,27,7,4695.0,5594.0,39.0,8674,9627
11,4216,0.0,62,14,27,7,8309.0,9595.0,23.0,10691,12310
12,6380,0.0,72,16,37,7,5544.0,5644.0,23.0,12855,15145
13,228,0.0,72,16,44,7,13572.0,9729.0,35.0,13603,16002
14,2374,0.0,92,18,44,7,1407.0,9044.0,85.0,15749,19222
15,2381,,92,18,44,7,,,,15756,19231
