,participantFrames.6.currentGold,participantFrames.6.dominionScore,participantFrames.6.jungleMinionsKilled,participantFrames.6.level,participantFrames.6.minionsKilled,participantFrames.6.participantId,participantFrames.6.position.x,participantFrames.6.position.y,participantFrames.6.teamScore,participantFrames.6.totalGold,participantFrames.6.xp
0,500,0.0,0,1,0,6,14148.0,14401.0,0.0,500,0
1,18,0.0,0,1,0,6,11987.0,7763.0,0.0,518,7
2,103,0.0,0,1,3,6,13445.0,2553.0,0.0,603,122
3,409,0.0,0,2,12,6,13445.0,3800.0,0.0,984,530
4,1052,0.0,0,3,22,6,12935.0,2544.0,0.0,1627,1042
5,1475,0.0,0,4,37,6,11444.0,1664.0,0.0,2050,1506
6,1881,0.0,0,5,44,6,12497.0,3229.0,0.0,2456,1985
7,125,0.0,0,5,46,6,13786.0,4270.0,0.0,2620,2103
8,534,0.0,0,6,59,6,12930.0,3115.0,0.0,3029,2761
9,1105,0.0,0,7,65,6,12983.0,3372.0,0.0,3900,3311
10,177,0.0,0,7,71,6,13180.0,4431.0,0.0,4127,3694
11,669,0.0,0,8,89,6,10374.0,2981.0,0.0,4619,4336
12,1032,0.0,0,8,99,6,13298.0,2999.0,0.0,4982,4813
13,1471,0.0,0,9,114,6,13351.0,3944.0,0.0,5421,5443
14,1900,0.0,0,9,128,6,7832.0,1277.0,0.0,5850,6111
15,399,0.0,0,10,130,6,11303.0,5790.0,0.0,6289,6175
16,921,0.0,4,10,139,6,6647.0,8488.0,0.0,6811,6843
17,334,0.0,4,11,149,6,12862.0,13284.0,0.0,7724,7828
18,861,0.0,4,11,162,6,9381.0,1423.0,0.0,8251,8364
19,1568,0.0,4,12,168,6,5052.0,1119.0,0.0,8958,9077
20,591,0.0,4,12,168,6,10686.0,3213.0,0.0,9081,9077
21,1048,0.0,4,12,184,6,7058.0,1159.0,0.0,9538,9883
22,1078,,4,13,186,6,,,,9628,10230
