,participantFrames.6.currentGold,participantFrames.6.dominionScore,participantFrames.6.jungleMinionsKilled,participantFrames.6.level,participantFrames.6.minionsKilled,participantFrames.6.participantId,participantFrames.6.position.x,participantFrames.6.position.y,participantFrames.6.teamScore,participantFrames.6.totalGold,participantFrames.6.xp
0,500,0.0,0,1,0,6,13879.0,9668.0,0.0,500,25
1,0,0.0,0,1,0,6,9590.0,9728.0,0.0,500,25
2,898,0.0,11,3,0,6,4334.0,7287.0,0.0,1398,1106
3,689,0.0,15,5,4,6,7544.0,5381.0,0.0,2189,1836
4,2059,0.0,21,6,9,6,9406.0,9257.0,0.0,3559,3155
5,771,0.0,26,7,9,6,13733.0,9768.0,0.0,4546,3901
6,45,0.0,26,8,9,6,12390.0,8461.0,0.0,5120,4081
7,71,0.0,26,8,12,6,12894.0,9474.0,0.0,5446,4813
8,571,0.0,34,10,15,6,11990.0,8056.0,0.0,6446,6605
9,973,0.0,34,11,23,6,11157.0,7171.0,0.0,7548,7711
10,27,0.0,34,11,23,6,10771.0,9064.0,69.0,7752,8110
11,1019,0.0,38,12,25,6,13657.0,9287.0,69.0,8744,9236
12,2683,,38,12,25,6,,,,10408,9659
