,participantFrames.6.currentGold,participantFrames.6.dominionScore,participantFrames.6.jungleMinionsKilled,participantFrames.6.level,participantFrames.6.minionsKilled,participantFrames.6.participantId,participantFrames.6.position.x,participantFrames.6.position.y,participantFrames.6.teamScore,participantFrames.6.totalGold,participantFrames.6.xp
0,500,0,0,1,0,6,14148,14401,0,500,0
1,0,0,0,1,0,6,9553,3285,0,500,0
2,125,0,0,1,6,6,12188,2040,0,625,172
3,475,0,0,2,16,6,12920,2378,0,975,520
4,837,0,0,3,30,6,11228,1787,0,1337,944
5,47,0,0,3,33,6,14259,14037,0,1522,1059
6,282,0,0,4,40,6,13006,3342,0,1757,1292
7,694,0,0,5,54,6,12341,2421,0,2169,1775
8,1109,0,0,5,68,6,11807,3991,0,2584,2220
9,47,0,0,6,74,6,13434,6639,0,2822,2447
10,472,0,0,6,89,6,12030,1890,0,3247,2941
11,866,0,0,7,101,6,11215,1535,0,3641,3347
12,1199,0,0,7,110,6,12713,2656,0,3974,3698
13,290,0,0,7,117,6,13547,4416,0,4215,3993
14,498,0,0,8,119,6,13594,9715,0,4673,4373
15,29,0,4,8,125,6,13874,11780,0,4979,4798
16,530,0,4,9,143,6,13191,4396,0,5480,5654
17,68,0,4,9,148,6,8182,7842,0,5718,5921
