,participantFrames.1.currentGold,participantFrames.1.dominionScore,participantFrames.1.jungleMinionsKilled,participantFrames.1.level,participantFrames.1.minionsKilled,participantFrames.1.participantId,participantFrames.1.position.x,participantFrames.1.position.y,participantFrames.1.teamScore,participantFrames.1.totalGold,participantFrames.1.xp
0,500,0.0,0,1,0,1,222.0,471.0,0.0,500,0
1,0,0.0,0,1,0,1,7719.0,1366.0,0.0,500,0
2,62,0.0,0,1,2,1,11893.0,1788.0,0.0,562,115
3,394,0.0,0,2,14,1,13087.0,2305.0,0.0,894,471
4,859,0.0,0,3,26,1,10686.0,3144.0,0.0,1359,967
5,259,0.0,0,4,30,1,12041.0,1195.0,0.0,1609,1162
6,643,0.0,0,4,42,1,10853.0,1408.0,0.0,1993,1618
7,996,0.0,0,5,56,1,11408.0,1237.0,0.0,2346,2073
8,1396,0.0,0,6,60,1,10356.0,1233.0,0.0,2746,2428
9,190,0.0,0,6,68,1,4747.0,940.0,0.0,3015,2827
10,537,0.0,0,7,81,1,11046.0,1826.0,0.0,3362,3211
11,830,0.0,0,7,91,1,12220.0,2226.0,0.0,3655,3582
12,329,0.0,0,7,95,1,12558.0,2290.0,0.0,3854,3788
13,754,0.0,0,8,109,1,12083.0,1987.0,0.0,4279,4237
14,2604,0.0,0,9,119,1,11823.0,5096.0,0.0,6129,5467
15,377,0.0,0,9,119,1,10798.0,1525.0,0.0,6252,5467
16,324,0.0,0,9,125,1,2951.0,635.0,0.0,6599,5700
17,1064,0.0,0,10,139,1,13773.0,5414.0,0.0,7340,6925
18,28,0.0,0,11,148,1,1434.0,2829.0,0.0,8128,7732
19,632,0.0,4,12,164,1,3770.0,10702.0,0.0,8732,8701
20,24,0.0,4,12,169,1,5424.0,13887.0,0.0,9439,9857
21,919,0.0,4,13,178,1,4528.0,9402.0,0.0,10334,10889
22,2124,0.0,4,14,186,1,6273.0,13578.0,0.0,11539,12291
23,1024,0.0,4,14,191,1,2376.0,12524.0,0.0,11739,12527
24,1756,0.0,5,15,198,1,4984.0,10450.0,0.0,12470,13943
25,883,0.0,9,16,218,1,13276.0,7587.0,0.0,13098,14811
26,2396,,9,16,228,1,,,,14671,15353
