,participantFrames.4.currentGold,participantFrames.4.dominionScore,participantFrames.4.jungleMinionsKilled,participantFrames.4.level,participantFrames.4.minionsKilled,participantFrames.4.participantId,participantFrames.4.position.x,participantFrames.4.position.y,participantFrames.4.teamScore,participantFrames.4.totalGold,participantFrames.4.xp
0,500,0.0,0,1,0,4,222.0,471.0,0.0,500,0
1,0,0.0,0,1,0,4,11013.0,3376.0,0.0,500,0
2,84,0.0,0,1,3,4,11782.0,1918.0,0.0,584,115
3,402,0.0,0,2,14,4,10892.0,1822.0,0.0,902,480
4,809,0.0,0,3,28,4,13215.0,3951.0,0.0,1309,948
5,10,0.0,0,4,34,4,1323.0,582.0,0.0,1585,1180
6,381,0.0,0,4,45,4,11573.0,2035.0,0.0,1956,1668
7,922,0.0,0,5,52,4,8739.0,5443.0,0.0,2497,2006
8,1225,0.0,0,5,60,4,13054.0,3824.0,0.0,2800,2303
9,243,0.0,0,6,64,4,1788.0,702.0,0.0,3118,2551
10,538,0.0,0,6,70,4,10647.0,1752.0,0.0,3413,2833
11,170,0.0,0,6,75,4,7957.0,1103.0,0.0,3620,2967
12,662,0.0,0,7,79,4,10761.0,1719.0,0.0,4112,3505
13,1156,0.0,0,8,97,4,10852.0,4472.0,0.0,4606,4168
14,1925,0.0,0,8,110,4,12801.0,3331.0,0.0,5375,4790
15,712,0.0,4,9,114,4,12492.0,2862.0,0.0,6037,5441
16,874,,4,9,120,4,,,,6199,5706
