,participantFrames.7.currentGold,participantFrames.7.dominionScore,participantFrames.7.jungleMinionsKilled,participantFrames.7.level,participantFrames.7.minionsKilled,participantFrames.7.participantId,participantFrames.7.position.x,participantFrames.7.position.y,participantFrames.7.teamScore,participantFrames.7.totalGold,participantFrames.7.xp
0,500,0.0,0,1,0,7,14148.0,14401.0,0.0,500,0
1,0,0.0,0,1,0,7,11402.0,7090.0,0.0,500,0
2,83,0.0,0,1,3,7,13050.0,2884.0,0.0,583,115
3,366,0.0,0,2,12,7,14113.0,4725.0,0.0,866,403
4,181,0.0,0,3,16,7,11888.0,2794.0,0.0,1131,699
5,370,0.0,0,3,19,7,13594.0,4919.0,0.0,1320,854
6,1194,0.0,0,4,30,7,12477.0,2163.0,0.0,2144,1710
7,103,0.0,0,5,36,7,13148.0,3834.0,0.0,2378,1883
8,501,0.0,0,5,48,7,13046.0,3016.0,0.0,2776,2270
9,883,0.0,0,6,62,7,13271.0,3933.0,0.0,3158,2692
10,1294,0.0,0,6,75,7,11855.0,3918.0,0.0,3569,3136
11,20,0.0,0,7,78,7,14064.0,12528.0,0.0,3945,3404
12,254,0.0,0,7,84,7,12787.0,1902.0,0.0,4179,3669
13,802,0.0,4,8,98,7,12895.0,2265.0,0.0,4727,4229
14,1439,0.0,4,8,106,7,12790.0,2731.0,0.0,5364,4734
15,1363,0.0,4,9,119,7,14129.0,13997.0,0.0,6438,5484
16,375,0.0,4,9,127,7,13424.0,2640.0,0.0,6750,5852
17,100,0.0,4,10,129,7,9961.0,9679.0,0.0,7215,6359
18,651,0.0,8,10,142,7,4270.0,9740.0,0.0,7766,7248
19,894,0.0,8,11,148,7,9340.0,7288.0,0.0,8009,7465
20,591,0.0,8,11,154,7,7367.0,7399.0,0.0,8406,7822
21,75,0.0,16,12,154,7,12138.0,8690.0,0.0,9190,8792
22,709,0.0,20,12,169,7,5674.0,3809.0,0.0,9823,9539
23,1920,,20,13,177,7,,,,11095,10591
