,participantFrames.5.currentGold,participantFrames.5.dominionScore,participantFrames.5.jungleMinionsKilled,participantFrames.5.level,participantFrames.5.minionsKilled,participantFrames.5.participantId,participantFrames.5.position.x,participantFrames.5.position.y,participantFrames.5.teamScore,participantFrames.5.totalGold,participantFrames.5.xp
0,500,0.0,0,1,0,5,222.0,471.0,0.0,500,0
1,0,0.0,0,1,0,5,10284.0,3042.0,0.0,500,0
2,62,0.0,0,1,2,5,11836.0,2270.0,0.0,562,76
3,422,0.0,0,2,16,5,11237.0,4195.0,0.0,922,588
4,608,0.0,0,3,19,5,11924.0,2197.0,0.0,1108,821
5,26,0.0,0,3,20,5,5552.0,941.0,0.0,1551,1102
6,331,0.0,0,4,30,5,11955.0,2418.0,0.0,1856,1522
7,1085,0.0,0,5,43,5,658.0,577.0,0.0,2610,2068
8,521,0.0,0,6,52,5,11635.0,5545.0,0.0,3146,2469
9,284,0.0,0,6,64,5,661.0,559.0,0.0,3909,3029
10,478,0.0,0,7,72,5,12761.0,1813.0,0.0,4178,3391
11,1006,0.0,0,7,89,5,13357.0,4830.0,0.0,4706,3969
12,821,0.0,0,8,94,5,10681.0,1226.0,0.0,4956,4166
13,1833,0.0,0,8,107,5,13943.0,5951.0,0.0,5968,4781
14,75,0.0,0,9,114,5,14012.0,5494.0,0.0,6300,5132
15,392,0.0,0,9,119,5,13784.0,4910.0,0.0,6692,5548
16,818,,0,9,127,5,,,,7118,5903
