,participantFrames.2.currentGold,participantFrames.2.dominionScore,participantFrames.2.jungleMinionsKilled,participantFrames.2.level,participantFrames.2.minionsKilled,participantFrames.2.participantId,participantFrames.2.position.x,participantFrames.2.position.y,participantFrames.2.teamScore,participantFrames.2.totalGold,participantFrames.2.xp
0,500,0.0,0,1,0,2,222.0,471.0,0.0,500,0
1,0,0.0,0,1,0,2,9947.0,3322.0,0.0,500,0
2,126,0.0,0,1,6,2,12470.0,3055.0,0.0,626,172
3,423,0.0,0,2,13,2,12197.0,1833.0,0.0,923,525
4,735,0.0,0,3,24,2,11607.0,1844.0,0.0,1235,890
5,1084,0.0,0,4,35,2,10181.0,1249.0,0.0,1584,1262
6,1556,0.0,0,5,53,2,12801.0,1735.0,0.0,2056,1807
7,202,0.0,0,5,56,2,11034.0,1672.0,0.0,2227,1944
8,910,0.0,0,6,70,2,12980.0,5116.0,0.0,2935,2704
9,368,0.0,0,6,72,2,11322.0,1437.0,0.0,3393,2988
10,903,0.0,0,7,89,2,11641.0,4277.0,0.0,3928,3717
11,188,0.0,0,8,96,2,11896.0,2494.0,0.0,4613,4314
12,570,0.0,0,8,107,2,13150.0,4410.0,0.0,4995,4781
13,285,0.0,0,9,117,2,13088.0,3401.0,0.0,5285,5127
14,1015,0.0,0,9,125,2,435.0,508.0,0.0,6015,5585
15,494,0.0,0,9,128,2,7359.0,8898.0,0.0,6494,6003
16,621,0.0,0,10,139,2,1802.0,11470.0,0.0,6861,6663
17,155,0.0,0,10,153,2,5398.0,5367.0,0.0,7595,7191
18,396,0.0,0,11,160,2,9581.0,3417.0,0.0,7836,7422
19,726,0.0,0,11,171,2,8082.0,7611.0,0.0,8166,7840
20,988,0.0,0,11,175,2,2391.0,3269.0,0.0,8428,8055
21,288,0.0,0,11,181,2,2913.0,3771.0,0.0,8603,8275
22,1035,0.0,4,12,204,2,4858.0,4165.0,0.0,9350,9250
23,1363,0.0,4,12,209,2,402.0,412.0,0.0,9648,9532
24,357,0.0,8,12,212,2,4766.0,4127.0,0.0,9942,9914
25,292,,8,12,212,2,,,,9967,9914
