,participantFrames.7.currentGold,participantFrames.7.dominionScore,participantFrames.7.jungleMinionsKilled,participantFrames.7.level,participantFrames.7.minionsKilled,participantFrames.7.participantId,participantFrames.7.position.x,participantFrames.7.position.y,participantFrames.7.teamScore,participantFrames.7.totalGold,participantFrames.7.xp
0,500,0.0,0,1,0,7,13541.0,9778.0,0.0,500,25
1,0,0.0,0,1,0,7,7662.0,4587.0,0.0,500,25
2,710,0.0,0,3,10,7,6888.0,4090.0,0.0,1210,875
3,149,0.0,0,4,14,7,10344.0,7072.0,0.0,1649,1336
4,834,0.0,0,5,21,7,8500.0,4405.0,0.0,2334,2269
5,1255,0.0,0,6,22,7,8706.0,6098.0,0.0,2755,2687
6,2606,0.0,0,8,35,7,7939.0,5700.0,44.0,4106,4725
7,1336,0.0,0,9,41,7,6902.0,6036.0,79.0,5536,5568
8,860,0.0,0,10,41,7,6181.0,4599.0,77.0,6660,6323
9,314,0.0,0,11,53,7,12389.0,8445.0,77.0,8189,7871
10,1339,0.0,0,12,62,7,7062.0,4119.0,14.0,9214,9274
11,980,0.0,0,13,76,7,6756.0,4562.0,100.0,10155,10744
12,2199,0.0,0,14,84,7,5301.0,5996.0,100.0,11374,12720
13,666,0.0,0,15,91,7,4587.0,5668.0,100.0,11966,13356
14,1008,0.0,0,15,93,7,7435.0,7533.0,97.0,13428,14597
15,3522,0.0,0,18,123,7,6081.0,4889.0,53.0,15942,20591
16,4787,,0,18,134,7,,,,17387,22530
