,participantFrames.5.currentGold,participantFrames.5.dominionScore,participantFrames.5.jungleMinionsKilled,participantFrames.5.level,participantFrames.5.minionsKilled,participantFrames.5.participantId,participantFrames.5.position.x,participantFrames.5.position.y,participantFrames.5.teamScore,participantFrames.5.totalGold,participantFrames.5.xp
0,500,0.0,0,1,0,5,222.0,471.0,0.0,500,0
1,0,0.0,0,1,0,5,9548.0,2650.0,0.0,500,0
2,63,0.0,0,1,2,5,11399.0,1424.0,0.0,563,115
3,283,0.0,0,2,7,5,11650.0,2227.0,0.0,783,527
4,78,0.0,0,3,11,5,1012.0,1646.0,0.0,1028,1028
5,206,0.0,0,3,11,5,8345.0,6237.0,0.0,1156,1028
6,527,0.0,0,4,13,5,12704.0,2294.0,0.0,1477,1424
7,238,0.0,0,5,16,5,10745.0,1204.0,0.0,1713,1833
8,526,0.0,0,5,22,5,10999.0,1483.0,0.0,2001,2348
9,210,0.0,0,6,23,5,8419.0,6521.0,0.0,2460,2713
10,753,0.0,0,6,23,5,2932.0,11405.0,0.0,3003,3109
11,107,0.0,0,7,23,5,8264.0,4981.0,0.0,3282,3306
12,360,0.0,0,7,23,5,3657.0,3251.0,0.0,3535,3627
13,593,0.0,0,7,29,5,3996.0,10338.0,0.0,3768,3886
14,72,0.0,0,8,29,5,4541.0,829.0,0.0,4197,4304
15,300,0.0,0,8,29,5,11856.0,2602.0,0.0,4425,4843
16,565,0.0,0,9,33,5,7576.0,3169.0,0.0,4690,5188
17,909,0.0,0,9,35,5,2675.0,13576.0,0.0,5034,5522
18,240,0.0,0,9,37,5,5530.0,5081.0,0.0,5265,6016
19,92,0.0,0,10,41,5,8224.0,2662.0,0.0,5467,6189
20,367,0.0,0,10,44,5,7090.0,7672.0,0.0,5742,6605
21,287,0.0,0,10,46,5,2346.0,4708.0,0.0,5912,7223
22,650,0.0,0,11,50,5,7732.0,2497.0,0.0,6275,8237
23,828,0.0,0,11,50,5,3188.0,2370.0,0.0,6453,8553
24,1063,0.0,0,12,53,5,3047.0,2744.0,0.0,7487,9289
25,759,0.0,0,12,61,5,4964.0,1626.0,0.0,7984,9668
26,912,0.0,0,13,63,5,4620.0,7691.0,0.0,8137,10054
27,586,0.0,0,13,67,5,3902.0,3426.0,0.0,8411,10795
28,1088,0.0,0,14,72,5,5136.0,10179.0,0.0,8913,11870
29,1642,0.0,0,14,72,5,4845.0,9777.0,0.0,9466,12948
30,978,0.0,0,15,76,5,1360.0,5413.0,0.0,9803,13492
31,347,0.0,0,15,78,5,4762.0,756.0,0.0,10111,13747
32,311,,0,15,78,5,,,,10136,13747
